Producto_ID,NombreProducto
36457,Barri Pop 25g MP Tira MTA BIM 36457
36460,PDQ Bran Frut Fresa Dpy 240g BIM 36460
36498,Besos de Nuez 1kg GBI 36498
36501,Pan Deli Avena 6p 440g TAB BIM 36501
36502,Sand Clasico Multigrano Det 91g LON 36502
36503,Sand Clasico Dob Fibra Det 98g LON 36503
36524,Tortilla Consumos 24p 577g MTA TR 36524
36529,Triki Trakes 8p 69g Prom CU MLA 36529
36530,Mantecadas 8p 250g ME CU BIM 36530
36531,Donas Azucar 8p 210g ME CU BIM 36531
36532,Pastisetas MG 75g CR2 SUA 36532
36533,Duo Nito 124g BIM 36533
36534,Duo Nito 124g MTB BIM 36534
36535,Duo Nito 124g TAB BIM 36535
36536,Napi Duo 2p 50g MLA 36536
36537,Napi Duo 2p 50g MTB MLA 36537
36538,Napi Duo 2p 50g TAB MLA 36538
36539,Pan Integral 680g CU BIM 36539
36544,Roles Canela 3p 180g Prom BIM 36544
36545,Roles Canela 3p 180g Prom MTB BIM 36545
36547,Roles Glass 3p 202g Prom BIM 36547
36550,Mantecadas Vain 6p 188g Prom BIM 36550
36551,Mantecadas Vain 6p 188g Prom MTA BIM 36551
36553,Mantecadas Nuez 6p 184g Prom BIM 36553
36554,Mantecadas Nuez 6p 184g Prom MTA BIM 36554
36557,Pan Blanco 680g CU BIM 36557
36561,Medias Noches 8p 340g CU BIM 36561
36562,Bimbollos 8p 450g CU BIM 36562
36576,Barritas Fresa MG 67g CR2 MLA 36576
36577,Barritas Pina MG 67g CR2 MLA 36577
36579,Marias MG 170g CR2 LAR 36579
36586,Galleta Int Fruta sab Nar BC DIF 30g GBI 36586
36587,Deliciosas Vainilla MG 75g CR2 LAR 36587
36588,Decanelas 5 Obleas MG 83g CR1 LAR 36588
36589,Magnas MG 200g CR2 LAR 36589
36591,Canapinas MG 95g CR1 LAR 36591
36595,Chocochispas MG 80g CR2 LAR 36595
36596,Animalitos Karamelo MG 200g CR1 LAR 36596
36597,Deliciosas Betunadas MG 180g CR1 LAR 36597
36598,Animalitos Karamelo Hierro 200g MTA LAR 36598
36599,Animalitos Karamelo Hierro 200g TAB LAR 36599
36600,Suavicremas Fresa MG 84g CR2 MLA 36600
36601,Suavicremas Chocolate MG 84g CR2 MLA 36601
36602,Suavicremas Vainilla MG 84g CR2 MLA 36602
36610,Bolsa Mini Rocko 40p 13g CU MLA 36610
36612,Pan con Fibra Freihofers 28Reb MTA BIM 36612
36614,Pan con Fibra Freihofers 28Reb TNB BIM 36614
36618,Pan con Fibra Mrs Bairds 28Reb TNB BIM 36618
36620,Pan con Fibra Stroehmann 28Reb MTA BIM 36620
36622,Pan con Fibra Stroehmann 28Reb TNB BIM 36622
36627,Hot Dog Freihofers 8p 340g MTA BIM 36627
36629,Hot Dog Stroehmann 8p 340g MTA BIM 36629
36639,Mantecadas Chocolate 2p 95g MTA TR 36639
36640,Mini Doraditas ME 8p 360g MTB TR 36640
36641,Cuernitos ME 200g MTA TR 36641
36659,Tarima Twin Pack Thins Multig CU ORO 36659
36671,Tortilla Hna Hermosillo 10p 326g MTA DH 36671
36673,Torti Hna Rec Casera 20p 357g MTA TR 36673
36687,Tarima Galletero Navideno 172g CU MLA 36687
36688,Galletero Navideno 172g MLA 36688
36689,Galleta Gansito MG 62g CR2 MLA 36689
36690,Triki Intenso MG 8p 80g CR1 MLA 36690
36691,Barritas Fresa Salvado MG 67g CR2 MLA 36691
36692,Bolsa Mini Rocko MG 40p 13g CR2 MLA 36692
36699,Choco Roles 2p 80g CU MLA 36699
36700,Gansito 50g CU MLA 36700
36706,Servilletero Bimbollos BIM 36706
36709,Tortillina Hna RW Hermo 20p 610g MTA DH 36709
36710,Tortillina Hna RW HermSP 20p 610g MTA DH 36710
36711,Madalenas 3p 93g MTA BIM 36711
36714,Pallet Canelitas Media KC 360g MLA 36714
36722,Salmas Nopal 140g CJM SAN 36722
36723,Salmas Azul 140g CJM SAN 36723
36724,Salmas Azul y Nopal 36p 648g CUB SAN 36724
36725,Salmas Azul y Nopal 48p 864g CUB SAN 36725
36726,Tartinas Fresa MG 8p 104g CR2 TR 36726
36727,Galletas Integrales Avena 2p 54g CR1 TR 36727
36729,Polvoron Individual MG 65g CR2 TR 36729
36731,Galleta Avena Chispas MG 8p 100g CR2 TR 36731
36732,Galleta Cereleta MG 57g CR2 TR 36732
36733,Galleton Chocolate MG 57g CR2 TR 36733
36734,Galleta Arandaleta MG 57g CR2 TR 36734
36735,Galleta Almenuez Bajio 57g CR2 TR 36735
36739,Madalenas 3p 93g TAB BIM 36739
36740,Madalena 1p 31g MTA BIM 36740
36742,Super Hotdog Fast Food 12p 650g CU WON 36742
36744,Duo Barrita FsaPna 110g Prom CU MLA 36744
36745,Canelitas Tubo 207g MTB MLA 36745
36746,Principe Tubo 190g MTB MLA 36746
36747,Triki Trakes Tubo 200g MTB MLA 36747
36748,Polvorones Tubo 287g MTB MLA 36748
36749,Plativolos Tubo 222g MTB MLA 36749
36763,Tartinas Pina MG 8p 104g CR2 TR 36763
36764,Tartinas Zarzamora MG 8p 104g CR2 TR 36764
36773,Donas Azucar Promocaja 21p 551g BIM 36773
36774,Pan Tostado Tradicional BA 180g CU BIM 36774
36791,Cajilla Galletones Naturales 1140g CU TR 36791
36794,Hot Dog Estilo Sonora 500g MTA BIM 36794
36801,Hot Dog Inte Est Sonora 500g DIF MTA BIM 36801
36806,Mantecadas Vain 16p 500g Prom Cj BIM 36806
36809,Tostada Ondulada Tubo 18p 216g CU MR 36809
36823,Galletas Panditas 6p 66g Tira MTA MLA 36823
36830,Bon o Bon Leche Two Pack 104p 30g RIC 36830
36831,Medias Noches Cluster 8p 340g BIM 36831
36843,Hot Dog Pullman 8p 340g MTA BIM 36843
36844,Tortilla Harina TiMex 10p 339g DH 36844
36851,Thins Multigrano 340g TNB ORO 36851
36852,Thins Fibra Granos Enteros 340g TNB ORO 36852
36854,Pan Blanco Pullman 28Reb MTA BIM 36854
36855,Pan Blanco Pullman 28Reb TAB BIM 36855
36872,Pan con Fibra Pullman 28Reb TNB BIM 36872
36873,Tostada Ond Tubo 30p 360g Prom TNB MR 36873
36875,Barritas Fresa 24p 55g MLA 36875
36876,Barritas Pina 24p 55g MLA 36876
36883,Deliciosas Vainilla 180g SP CU LAR 36883
36886,Polvorones 14p 75g MLA 36886
36899,Pan Tostado Mantequilla 210g TNB BIM 36899
36907,Tostado Integral 250g TNB BIM 36907
36910,Bigotes Crema Pastelera 60g TR 36910
36911,Bigotes Crema Pastelera 60g MTA TR 36911
36912,Canelitas Navidad 60g CU MLA 36912
36913,Apapacho 5p 70g Tira TR 36913
36918,Solecitos 4p 70g Tira TR 36918
36920,Bisquet 3p 140g Tira TR 36920
36921,Bisquet 3p 140g Tira MTA TR 36921
36924,Orejas 4p 51g Tira TR 36924
36927,Combo Salma mas Levite1360g Prom CUB SAN 36927
36928,Combo Salma mas Levite1414g Prom CUB SAN 36928
36929,Combo Tos Clas mas Sals500g Prom CUB SAN 36929
36930,Donas Azucar Promocaja 21p 551g MTA BIM 36930
36931,Donas Azucar Promocaja 21p 551g TAB BIM 36931
36932,Dona 1p 26g Tira MTA BIM 36932
36933,Dona 1p 26g Tira TAB BIM 36933
36936,Wonder 100pct grande 567g TNB WON 36936
36940,Principe mas Navigalleta 42 5g Cj CU MLA 36940
36941,Barritas Bisabor 24p 1320g CU MLA 36941
36942,Mini Milk Besos Nuez 110g GBI 36942
36943,Mini Milk Orejitas 110g GBI 36943
36944,Mini Milk Tarta Fresa 110g GBI 36944
36945,Mini Milk Surtido Rico 110g GBI 36945
36946,Canelitas Tubo 33p 180g SP CU MLA 36946
36947,Principe Tubo 14p 152g SP CU MLA 36947
36948,Triki Trakes Tubo 20p 174g SP CU MLA 36948
36949,Polvorones Tubo 18p 250g SP CU MLA 36949
36951,Tostada Ondulada Tubo 18p 216g TBE MR 36951
36955,Lata Danesa Paul Frank Cara 300g GBI 36955
36960,Pachoncitos 2p 140g TR 36960
36963,Lata Cuadrad Mix Navidad 200g CU GBI 36963
36964,Galletas Panditas 6p 66g Tira MLA 36964
36969,Cuadritas de Maiz 186g MR 36969
36974,Pinguis 1p 34g MLA 36974
36975,Pinguis 1p 34g MTB MLA 36975
36978,Canelitas 14p 840g CU MLA 36978
36979,Lata Danesas Kitty Regalo 300g GBI 36979
36983,Medio Pallet Lata Kitty Navidad 300g GBI 36983
36988,Canelitas Navidad Mayoreo KC 360g CU MLA 36988
36989,Combo Tost Clas mas Frijol 640g Prom SAN 36989
36990,Combo Picadita mas Tomate Picad 290g SAN 36990
36991,Deliciosas Coco 130g Tira LAR 36991
36992,Deliciosas Coco 130g Tira MTA LAR 36992
36994,Rebanada Bimbotones 2p 55g BIM 36994
36995,Rebanada Bimbotones 2p 55g MTA BIM 36995
36996,Rebanada Bimbotones 2p 55g TAB BIM 36996
36998,Canelitas Tubo 33p 180g SP2 CU MLA 36998
36999,Principe Tubo 14p 152g SP2 CU MLA 36999
37000,Triki Trakes Tubo 20p 174g SP2 CU MLA 37000
37001,Polvorones Tubo 18p 250g SP2 CU MLA 37001
37002,Galleta Integral Cacahuate DIF 30g GBI 37002
37005,Madalenas 3p 93g SP BIM 37005
37006,Madalenas 3p 93g SP MTA BIM 37006
37007,Madalenas 3p 93g SP TAB BIM 37007
37011,Deliciosas Chocochispas 170g SP CU LAR 37011
37014,Madalenas 2p 62g BIM 37014
37015,Madalenas 2p 62g MTA BIM 37015
37016,Madalenas 2p 62g TAB BIM 37016
37017,Medio Pallet Surtido Fino 200g GBI 37017
37018,Mantecadas Vain 16p 500g Prom Cj MTA BIM 37018
37024,Tostada Ondulada Reg 30p 360g TNB MR 37024
37031,Donas Canela 4p 105g BIM 37031
37032,Rebanada Exp Bimbotones 2p 55g BIM 37032
37037,Bisquet Muestreo 140g TR 37037
37057,Choco Roles 2p 80g MLA 37057
37058,Choco Roles 2p 80g MTA MLA 37058
37059,Choco Roles 2p 80g TAB MLA 37059
37075,Duo Nito Conveniencia 124g BIM 37075
37076,Duo Nito Conveniencia 124g MTB BIM 37076
37086,Burritos Sincro 170g MTA LON 37086
37130,Pan Multigrano 610g BIM 37130
37131,Pan Multigrano 610g MTA BIM 37131
37133,Pan Multigrano 610g TNB BIM 37133
37134,Pan Multigrano Linaza 610g BIM 37134
37135,Pan Multigrano Linaza 610g MTA BIM 37135
37137,Pan Multigrano Linaza 610g TNB BIM 37137
37139,Pan Deli Avena 4p 293g MTA BIM 37139
37149,Classicas 4p 33g CU GBI 37149
37150,Tartinas Fresa 6p 78g TR 37150
37153,Orejitas Panera 500g CR1 GBI 37153
37157,12 Tarima MiniMilk Kitty Nav 110g GBI 37157
37159,Nito 1p 62g Central MTB BIM 37159
37173,Tartinas Pina 6p 78g TR 37173
37175,Tartinas Zarzamora 6p 78g TR 37175
37177,Canelitas Navidad 60g MTA MLA 37177
37185,Mini Rocko 13g CU MLA 37185
37187,Orejitas con Canela 100g Tira CU GBI 37187
37191,Panetone Suandy 750g SUA 37191
37202,Pachoncitos 2p 140g MTB TR 37202
37210,Besos de Nuez 100g Tira CU GBI 37210
37220,Galleta Arandaleta 57g SP Tira TR 37220
37221,Galleta Arandaleta 57g SP Tira MTB TR 37221
37222,Galleta Almenuez 57g SP Tira TR 37222
37223,Galleta Almenuez 57g SP Tira MTB TR 37223
37228,Principe 42 5g MTB MLA 37228
37232,Principe mas Navigalleta42 5g Cj MTA MLA 37232
37241,Tortilla Taquera Herm 18p 305g DH 37241
37242,Tortilla Taquera Herm 18p 305g MTA DH 37242
37264,Maxi Choco Roles Tripack 3p 150g MLA 37264
37265,Maxi Choco Roles Tripack 3p 150g MTA MLA 37265
37268,Mini Barritas Fresa 15p 185g MTB MLA 37268
37272,Principe Limon 10p 106g Tira MTA MLA 37272
37273,Principe MP 42 5g CU MLA 37273
37281,Principe Mousse Limon 42 5g CU MLA 37281
37285,Lata Corazon Chococat Beso Nuez 200g GBI 37285
37286,Lata Corazon Kitty Besos Nuez 200g GBI 37286
37287,Lata Czon Paul Frank1 Beso Nuez 200g GBI 37287
37289,Lata Cuadrada Chococat Bes Nuez 200g GBI 37289
37290,Lata Cuadrada Kitty Beso Nuez 200g GBI 37290
37291,Lata Cuad Paul Frank1 Beso Nuez 200g GBI 37291
37293,Media Tarima Mix Lta CzonCuad 200g GBI 37293
37329,Pallet Principe KC 392g CU MLA 37329
37350,Tortilla Hna Monterrey 10p 204g MTA DH 37350
37352,Tortilla Hna Monterrey 20p 427g MTA DH 37352
37355,Ganchera Galletones 15p 855g CU TR 37355
37356,Balcon Galletones 12p 684g CU TR 37356
37359,Tortilla Hna RC 10p 260g DH 37359
37360,Canelitas 120g Prom MLA 37360
37361,Canelitas 120g Prom MTB MLA 37361
37362,Canelitas 120g Prom TAB MLA 37362
37363,Canelitas 120g Prom CR1 MLA 37363
37373,12Tarima Mini Milk Kitty SnVal 110g GBI 37373
37374,Tira Mixta Galletas 471g CU GBI 37374
37379,Triki Trakes MG 8p 69g Prom CR2 MLA 37379
37383,Mini Milk Chococat Valentines 110g GBI 37383
37388,Duo Panque NuezRoles Canela 6p 620g BIM 37388
37396,Donas Canela 4p 105g MTA BIM 37396
37400,Nacho Fiesta 300g MR 37400
37401,Nacho Fiesta 300g MTA MR 37401
37402,Mantecadas Nuez 16p 500g Prom Cj BIM 37402
37403,Mantecadas Nuez 16p 500g Prom Cj MTA BIM 37403
37404,Mantecadas Nuez 16p 500g Prom Cj TAB BIM 37404
37405,Mantecadas Nuez 1p 33g BIM 37405
37425,Deliciosas Coco 130g MTA LAR 37425
37426,Lata Czon Galleta Sn Valentines 110g GBI 37426
37427,Leche Gansito 236ml MLA 37427
37441,Tortilla Harina MP 8p 203g DH 37441
37442,Classicas 7p 33g Cj CU GBI 37442
37468,Suavicremas Chocolate CA 237g CU MLA 37468
37469,Suavicremas Vainilla CA 237g CU MLA 37469
37470,Tubo Galleta Gansito CA 8p 215g CU MLA 37470
37471,Principe Crunch CA KC 8p 360g CU MLA 37471
37494,Dolce Roll 1p 30g Cj MLA 37494
37495,Dolce Roll 1p 30g Cj MTA MLA 37495
37496,Dolce Roll 1p 30g Cj TAB MLA 37496
37516,Pan Blanco 640g Prom BIM 37516
37519,Pan Blanco 640g Prom TNB BIM 37519
37520,Pan Blanco 680g Prom BIM 37520
37523,Pan Blanco 680g Prom TNB BIM 37523
37569,Deliciosas Chochochispas 204gPromMTA LAR 37569
37570,Deliciosas Chochochispas 204gProm LAR 37570
37573,Deliciosas Chochochispas 204gPromCU LAR 37573
37574,Deliciosas Chochitos 180g Prom MTB LAR 37574
37575,Deliciosas Chochitos 180g Prom CU LAR 37575
37576,Deliciosas Chochitos 180g Prom CR2 LAR 37576
37577,Deliciosas Betunadas 216g Prom CU LAR 37577
37578,Deliciosas Betunadas 216g Prom CR2 LAR 37578
37579,Deliciosas Vainilla 216g Prom CU LAR 37579
37580,Deliciosas Vainilla 216g Prom LAR 37580
37581,Deliciosas Vainilla 216g Prom MTA LAR 37581
37587,Salmitas 45g CJM SAN 37587
37588,Salmitas 5p 45g Tira CJM SAN 37588
37589,Tortilla Hna RC SLP 10p 260g MTA DH 37589
37590,Tortilla Hna Hermosillo 10p 326g DH 37590
37593,Galleta Arandaleta Muestreo 1p 57g CU TR 37593
37610,Atun en Aceite 1880g NAI 37610
37611,Atun en Agua 1880g NAI 37611
37612,Atun en Aceite 140g NAI 37612
37613,Atun en Agua 140g NAI 37613
37614,Canela Molida 63g MCM 37614
37615,Pimienta Negra Molida 64g MCM 37615
37616,Te Manzanilla 100 Sobres 120g MCM 37616
37617,Te Hierbabuena 50 Sobres 150g MCM 37617
37618,Salsa tipo Catsup 1000g EMB 37618
37619,Miel Abeja 1050g CAR 37619
37620,Mermelada Fresa 980g MCM 37620
37621,Pluma 500g BRL 37621
37622,Spaghetti Mediano 500g BRL 37622
37624,Pachoncitos 2p 140g SP TR 37624
37626,Pachoncitos 2p 140g TAB TR 37626
37627,Salma 90g CJM SAN 37627
37639,Tortillinas 15p 390g MTA TR 37639
37641,Tartaleta Fresa 71g GBI 37641
37644,LataCorazonChococatBesoNuez200g Temp GBI 37644
37645,Lata CuadradaKittyBesoNuez 200g Temp GBI 37645
37667,Tortilla Harina 8p 220g MTA DH 37667
37688,Bollos 5in 12p 976g MTA SL 37688
37689,Bollos Economicos 8p 425g MTA SL 37689
37690,Hot Dogs Economicos 16p 570g MTA SL 37690
37702,Choco Roles 2p 80g CC MLA 37702
37703,Choco Roles 2p 80g CC TAB MLA 37703
37745,Pan Blanco 640g Consumos Breddy MTA BIM 37745
40217,Mantecada Vainilla 3p 157g Prom TR 40217
40234,StarGum Yerbabuena Intensa 8g SKD 40234
40290,Totopo Chilaquiles 280g TAB MR 40290
40292,Roles Canela 2p 120g TAB BIM 40292
40297,Pan Blanco 680g Inst Breddy MTA BIM 40297
40309,Lata Butter 454g CE GBI 40309
40310,Lata Butter Flores Rojas 454g GBI 40310
40319,Lata Regreso a Clases Danesas 400g GBI 40319
40351,Totopo Redondo 200g MR 40351
40430,Bollos Carls Jr 5in 1350g TIR SL 40430
40445,Principe Doble Chocolate 8p 88g MTB MLA 40445
40446,Principe Doble Chocolate 8p 88g MLA 40446
40447,Tortillinas 12p 310g TR 40447
40448,Tortillinas 12p 310g TAB TR 40448
40449,Tortillinas 22p 570g TAB TR 40449
40450,Tortillinas 22p 570g TR 40450
40507,Mantecadas 1p 33g BIM 40507
40560,Galleta Amaranto Naranja 6p 312g BIM 40560
40569,Manzana Canela Galleton 72g CU BIM 40569
40606,Tortillinas 12p 310g MTA NTE TR 40606
40639,Ami Manzana 500ml JMX 40639
40640,Ami Uva 500ml JMX 40640
40641,Ami Naranja 500ml JMX 40641
40665,Duo Pack Multigrano Nuez 408g MTA BIM 40665
40673,Choco Roles Fresa 2p 67g MLA 40673
40674,Choco Roles Fresa 2p 67g MTB MLA 40674
40680,Leche Gansito Chocolate 200ml MLA 40680
40747,Tostadita Ondulada 18p 190g MR 40747
40751,Mantecadas Nuez BimboContig 125g BIM 40751
40802,Nano Milk Lechero Besos Can 100g CU GBI 40802
40803,Nano Milk Lechero Besos Nuez 100g CU GBI 40803
40804,Nano Milk Lechero Orejitas 100g CU GBI 40804
40805,Nano Milk Lechero Surt Rico 100g CU GBI 40805
40815,Pan Blanco Chico 360g SP BIM 40815
40820,Mantecadas 1p 33g MTB BIM 40820
40839,Mini Gansito 30g MLA 40839
40859,Choco Roles 15p Cj MTA MLA 40859
40886,Marias 170g SP CU LAR 40886
40889,Orejitas Panera 100p 5g TR 40889
40917,Bollos Estilo Angus 6p 340g MTA WON 40917
40920,Super Bollos 5in 6p 445g WON 40920
40929,Triki Trakes 8p 69g Prom TAB MLA 40929
40930,Triki Trakes 8p 69g Prom MTB MLA 40930
40931,Triki Trakes 8p 69g Prom MLA 40931
40942,Sponch 8p 120g Prom MTB MLA 40942
40944,Plativolos 8p 74g Prom MLA 40944
40945,Plativolos 8p 74g Prom MTB MLA 40945
40963,Bollos 6p 340g WON 40963
40964,Bollos 6p 340g MTA WON 40964
40974,Super Bollos 5in 6p 445g MTA WON 40974
40985,Duo Nito 124g SP BIM 40985
40987,Besos de Nuez Cons1 71g GBI 40987
40990,Polvoroncitos Panera 40p 16 25g TAB TR 40990
41725,DonitasEspolvoreadas ME 12p 210g TAB BIM 41725
41758,Triki Trakes Chocolate Tubo 225g MLA 41758
41829,Tortillinas Taquera 25p 325g TR 41829
41830,Tortillinas 10p 255g Prom TAB TR 41830
41843,Leche Nito 236ml BIM 41843
41921,Bimbollos Extra 8p 640g FS MTA BIM 41921
41935,Tortillinas 10p 255g Prom MTA TR 41935
41938,Mantecadas Nuez 123g BIM 41938
41986,Suavicremas Chocolate 60g MLA 41986
41987,Suavicremas Fresa 60g MLA 41987
41988,Suavicremas Vainilla 60g MLA 41988
42014,Pan Molido 240g 14pct mas BIM 42014
42034,Medias Noches 2p gts 340g Prom BIM 42034
42036,Magno 65g MTA LAR 42036
42042,Duo Barrita Fresa y Pina 150g MLA 42042
42049,Barritas Fresa Salvado 6p 67g Cj MLA 42049
42083,Sandwich Doble Fibra 187g CU LON 42083
42084,Sandwich Doble Fibra 187g MTA LON 42084
42086,Sandwich Linaza 179g CU LON 42086
42087,Sandwich Linaza 179g MTA LON 42087
42089,Sandwich Clasico Americano 175g CU LON 42089
42090,Sandwich Clasico Americano 175g MTA LON 42090
42110,Tortillinas 10p 255g Prom TR 42110
42117,Valentones 20g CB2 BAR 42117
42122,Pan Mantequilla ButterMilk 680g ORO 42122
42128,Chips Jalapeno 46g BAR 42128
42192,Bombonete Temporalidad 55g MLA 42192
42215,Bimbollos Parrilleros 12p 1170g TNB BIM 42215
42225,Chips a la Diabla 46g BAR 42225
42227,Chips Sal 46g BAR 42227
42237,Tortillina Hna RW Hermo 20p 610g DH 42237
42323,Marias 170g SP LAR 42323
42351,Barra Multigrano Nuez 204g 6p BIM 42351
42386,Suavicremas Chocolate 257g CJ MLA 42386
42388,Suavicremas Fresa 257g CJ MLA 42388
42390,Suavicremas Vainilla 257g CJ MLA 42390
42434,Barra Multigrano Nuez 34g BIM 42434
42436,Barra Multigrano Nuez 204g 6p BIM 42436
42437,Barra Multigrano Nuez 204g 6p CU BIM 42437
42453,Takis Fuego 62g BAR 42453
42470,Tortillina Taquera de 30p 390g TR 42470
42538,Barra Multigrano Nuez 12p 408g Cj BIM 42538
42590,Canelitas 30g Ch MLA 42590
42616,Pan Silueta con Fibra 454g BIM 42616
42638,Mini Rocko 13g MLA 42638
42672,Takis Fuego 59g BAR 42672
42783,Pastisetas sin Azucar 10p 70g SUA 42783
42791,Bimbollos FS 12p 675g BIM 42791
42792,Medias Noches FS 16p 680g BIM 42792
42869,Galletas Integrales Avena 2p 54g TR 42869
43000,Div Tira Mini Doradita 4p 45g MTB TR 43000
43003,Decanelas 100g MTB LAR 43003
43005,Bimbollos Extra 6p 480g MTA BIM 43005
43006,Pan Integral 370g MTA BIM 43006
43014,Tostado Doble Fibra 250g MTA BIM 43014
43018,Palitrigos 100g MTA BIM 43018
43023,Barra Multigrano Linaza 32g MTA BIM 43023
43027,Bran Frut Fresa 6p 240g MTA BIM 43027
43028,Bran Frut Pina 6p 240g MTA BIM 43028
43033,Triki Trakes 8p 69g MTB MLA 43033
43034,Pan Cero Cero 0pct Azucar 567g MTA WON 43034
43037,Mantecadas 2p SP MTA TR 43037
43038,Conchas 2p 120g MTB TR 43038
43039,Cuernitos 100g MTA TR 43039
43040,Doraditas 110g MTA TR 43040
43047,Chocochispas 220g MTA LAR 43047
43052,Pan Blanco 567g MTA SUN 43052
43058,Sponch 8p 120g MTB MLA 43058
43059,Empanizador Crujiente 175g MTA BIM 43059
43060,Bimbolunch 6p 354g ME MTA BIM 43060
43061,Panera Polvoron 14p 65g MTA TR 43061
43062,Barra Multigrano Linaza 6p 192g MTA BIM 43062
43064,Submarinos Fresa 3p 105g SP MTA MLA 43064
43065,Rollo Fresa 2p 75g MTA MLA 43065
43066,Pay Pina 1p 85g MTB MLA 43066
43067,Pay Nuez 1p 70g MTB MLA 43067
43068,Rocko Tira 10p 44g MTA MLA 43068
43069,Pinguinos 2p 80g MTA MLA 43069
43070,Canelitas 6p 60g MTB MLA 43070
43071,Canelitas Tubo 250g MTB MLA 43071
43072,Triki Trakes Tubo 27p 225g MTB MLA 43072
43073,Plativolos Tubo 193g MTB MLA 43073
43074,Triki Trakes 6p 50g MTB MLA 43074
43075,Polvorones 4p 75g MTB MLA 43075
43076,Polvoron Tubo 280g MTB MLA 43076
43077,Principe Tubo 205g MTB MLA 43077
43078,Suavicremas Fresa 60g MTB MLA 43078
43079,Suavicremas Chocolate 60g MTB MLA 43079
43081,Gansito ME 5p 250g MTA MLA 43081
43082,Pinguinos 6p 240g ME MTA MLA 43082
43083,Choco Roles 7p 234 5g ME MTA MLA 43083
43084,Submarinos Chocolate 3p 105g SP MTA MLA 43084
43089,Integral 100pct Twin Pack 1360g MTA ORO 43089
43097,Totopos Redondo 350g MTA MR 43097
43100,Bran Frut Fresa 12p 480g MTA BIM 43100
43110,Pan 12 Grain 680g MTA ORO 43110
43111,100pct Whole Wheat 680g MTA ORO 43111
43118,Mantecadas Nuez 123g MTA BIM 43118
43119,Barritas Fresa Salvado 6p 67g Cj MTA MLA 43119
43120,Bigotes Chocolate 60g SP MTA TR 43120
43121,Medias Noches Conveniencia 290g MTA BIM 43121
43124,Suavicremas Vainilla 60g MTB MLA 43124
43128,Bimbollos Ext sAjonjoli 6p 480g MTA BIM 43128
43129,Pan Multigrano Linaza 540g MTA BIM 43129
43130,Pan Blanco 567g MTA WON 43130
43131,Wonder 100pct mediano 475g MTA WON 43131
43133,Tostado Integral 180g MTA WON 43133
43134,Super Bollos 5in 8p 540g MTA WON 43134
43135,Bollos 8p 450g MTA WON 43135
43136,Hot Dogs 8p 290g MTA WON 43136
43137,Molido Bolsa 180g MTA WON 43137
43139,Tostado Int 0pct GrasaAzuca 200g MTA WON 43139
43140,Deliciosas 115g MTB LAR 43140
43147,Dalmata 1p 55g MTB MLA 43147
43156,Mantecadas ME 8p 250g MTA BIM 43156
43157,Bollos 5IN cAjn 6p 560g Consumo MTA BIM 43157
43158,Figatza 345g MTA BIM 43158
43159,Tostada Plana 15p 175g MTB MR 43159
43160,7 Granos 680g MTA ORO 43160
43161,Pan 100pct Integral 680g MTA ORO 43161
43164,Gansito 10p 500g MTA MLA 43164
43169,Roles Canela 6p 365g MTB BIM 43169
43173,Pan 12 Granos 680g MTA ORO 43173
43174,Panque Marmol 255g MTA BIM 43174
43175,Pan Blanco Chico 360g MTA BIM 43175
43176,Super Pan Blanco 740g MTA BIM 43176
43178,Tortilla Harina Gde RN 10p 540g MTB DH 43178
43179,Tortillinas 10p 255g MTA TR 43179
43180,Tortillinas Grande 10p 510g MTB TR 43180
43181,Tortillinas 20p 510g MTA TR 43181
43183,Tortilla Hna RW 22p 840g MTB DH 43183
43184,Pan Integral Gde 2pq 1360g MTA BIM 43184
43185,Pan Integral 480g MTA BIM 43185
43186,Pan Integral 680g MTA BIM 43186
43187,Pan Integral 675g MTA BIM 43187
43188,Medias Noches 8p 340g MTA BIM 43188
43189,Medias Noches 16p 680g MTA BIM 43189
43190,Bimbollos 8p 450g MTA BIM 43190
43192,Bimbollos 12p 675g MTA BIM 43192
43193,Bimbollos Extra 6p 480g MTA BIM 43193
43194,Tostado 210g MTA BIM 43194
43195,Molido 5kg MTA BIM 43195
43196,Roles Canela 2p 120g MTB BIM 43196
43197,Roles Glass 2p 135g MTB BIM 43197
43198,Colchones 6p 130g MTA BIM 43198
43199,Panque Pasas 255g MTA BIM 43199
43200,Panque Nuez 255g MTA BIM 43200
43201,Panquecito Gota Choc 2p 140g MTA BIM 43201
43202,Mantecadas Vainilla 4p 125g MTA BIM 43202
43203,Donitas Espolvoreadas 6p 105g MTB BIM 43203
43204,Donas Azucar 4p 105g MTA BIM 43204
43206,Nito 1p 62g MTB BIM 43206
43207,Rebanada 2p 55g MTA BIM 43207
43208,Lors Tubo 20p 236g MTA MLA 43208
43209,Bimbunuelos 4p 66g MTA BIM 43209
43210,Conchitas Vainilla 2p 65g MTB BIM 43210
43212,Bimbollos con Ajn 18p 1440g MTA BIM 43212
43215,Pastisetas 75g MTB SUA 43215
43218,Galletas Integrales Avena 2p 54g MTA TR 43218
43219,Bran Frut Pina 40g MTA BIM 43219
43220,Roles Glass 6p 410g MTB BIM 43220
43222,Galleta Molida 5Kg MTA LAR 43222
43223,Pan Blanco 460g MTA BIM 43223
43225,Pan Doble Fibra 750g MTA BIM 43225
43227,Pan Blanco Silueta 500g MTA BIM 43227
43229,Hot Dogs 8p 290g MTA SUN 43229
